Starname,ra,dec,pm_ra,pm_dec,vmag,mv,bvcolor,prlax,url_slug,epoch,id,program_id,star_id,id,name,abstract
159063,17.531698,16.824013,-0.0359,-0.01928,6.997,3.485802555,0.482,0.01985,159063,2000,4979795,12,159063,12,Legacy,California Legacy Survey Sample
159222,17.533609,34.271147,-0.23966,0.06273,6.56,4.686562255,0.65,0.0422,159222,2000,4979796,12,159222,12,Legacy,California Legacy Survey Sample
160693,17.660242,37.183754,-0.49767,-0.81978,8.36,4.674627347,0.6,0.01832,160693,2000,4979798,12,160693,12,Legacy,California Legacy Survey Sample
16141,2.588869,-3.5606019,-0.15689,-0.43707,6.78,4.004125998,0.71,0.02785,16141,2000,4979799,12,16141,12,Legacy,California Legacy Survey Sample
16160,2.6013594,6.8868703,1.80618,1.4424,5.82,6.530695401,0.99,0.13872,16160,2000,4979800,12,16160,12,Legacy,California Legacy Survey Sample
161797,17.774313,27.720676,-0.29142,-0.75003,3.41,3.788646999,0.76,0.11905,161797,2000,4979801,12,161797,12,Legacy,California Legacy Survey Sample
161848,17.795025,4.9396453,-0.54601,-0.21584,8.91,5.998188698,0.83,0.02616,161848,2000,4979802,12,161848,12,Legacy,California Legacy Survey Sample
16275,2.6182349,12.901898,-0.00072,-0.08685,8.65,4.290380063,0.620001,0.01343,16275,2000,4979804,12,16275,12,Legacy,California Legacy Survey Sample
16287,2.6116006,-3.1561397,0.32292,0.05674,8.11,6.178680706,0.950001,0.04109,16287,2000,4979805,12,16287,12,Legacy,California Legacy Survey Sample
163153,17.91602,-7.7339433,-0.05452,-0.05415,6.92,3.661524315,0.75,0.0223,163153,2000,4979806,12,163153,12,Legacy,California Legacy Survey Sample
163489,17.93664,4.8335889,0.0011,0.0155,7.83,3.036963426,1.11,0.011,163489,2000,4979807,12,163489,12,Legacy,California Legacy Survey Sample
16397,2.6410729,30.816626,-0.48757,-0.3874,7.34,4.567242571,0.6,0.02789,16397,2000,4979808,12,16397,12,Legacy,California Legacy Survey Sample
164507,18.015909,15.09355,-0.05098,-0.09934,6.292,3.023764872,0.706,0.0222,164507,2000,4979809,12,164507,12,Legacy,California Legacy Survey Sample
164595,18.010804,29.571922,-0.13938,0.17334,7.08,4.773496898,0.64,0.03457,164595,2000,4979810,12,164595,12,Legacy,California Legacy Survey Sample
164922,18.041906,26.313001,0.38977,-0.60244,6.99,5.285300361,0.8,0.04561,164922,2000,4979811,12,164922,12,Legacy,California Legacy Survey Sample
165222,18.085439,-3.0313194,0.5701,-0.33256,9.37,9.910794756,1.52,0.12828,165222,2000,4979812,12,165222,12,Legacy,California Legacy Survey Sample
165401,18.093738,4.6571728,-0.03066,-0.32209,6.8,4.863919284,0.61,0.041,165401,2000,4979813,12,165401,12,Legacy,California Legacy Survey Sample
166,0.11021775,29.021502,0.37994,-0.17835,6.13,5.446019295,0.75,0.07298,166,2000,4979814,12,166,12,Legacy,California Legacy Survey Sample
16623,2.6526869,-26.318713,0.17214,-0.23379,8.83,4.736358858,0.54,0.01518,16623,2000,4979815,12,16623,12,Legacy,California Legacy Survey Sample
166620,18.160393,38.457777,-0.31617,-0.46835,6.37,6.143864948,0.9,0.09011,166620,2000,4979816,12,166620,12,Legacy,California Legacy Survey Sample
167215,18.216501,28.257602,-0.00286,0.11374,8.1,3.622435557,0.48,0.01272,167215,2000,4979817,12,167215,12,Legacy,California Legacy Survey Sample
167216,18.217308,28.246628,-0.00312,0.11066,8.23,3.695356532,0.48,0.01239,167216,2000,4979818,12,167216,12,Legacy,California Legacy Survey Sample
167389,18.218674,41.475366,0.05147,-0.12853,7.39,4.769082065,0.57,0.02991,167389,2000,4979819,12,167389,12,Legacy,California Legacy Survey Sample
167665,18.289931,-28.288975,0.13239,-0.15156,6.4,4.03943783,0.54,0.03372,167665,2000,4979820,12,167665,12,Legacy,California Legacy Survey Sample
168009,18.259018,45.209318,-0.07698,-0.11441,6.309,4.530207929,0.604,0.04408,168009,2000,4979821,12,168009,12,Legacy,California Legacy Survey Sample
168443,18.334425,-9.5957225,-0.09215,-0.22416,6.92,4.028019634,0.7,0.0264,168443,2000,4979822,12,168443,12,Legacy,California Legacy Survey Sample
168746,18.363828,-11.922694,-0.02213,-0.06923,7.95,4.776503743,0.690001,0.02319,168746,2000,4979823,12,168746,12,Legacy,California Legacy Survey Sample
169830,18.463745,-29.816865,-0.00084,0.01516,5.911,3.110031057,0.475,0.02753,169830,2000,4979824,12,169830,12,Legacy,California Legacy Survey Sample
170174,18.465204,6.6001,-0.0012,-0.0016,8.31,6.003496898,1.08,0.03457,170174,2000,4979825,12,170174,12,Legacy,California Legacy Survey Sample
170469,18.486384,11.695502,-0.04821,-0.01729,8.22,4.156193099,0.62,0.01539,170469,2000,4979826,12,170469,12,Legacy,California Legacy Survey Sample
170493,18.497891,-1.8181036,0.17201,-0.19391,8.05,6.683636045,1.1,0.0533,170493,2000,4979827,12,170493,12,Legacy,California Legacy Survey Sample
170657,18.521933,-18.908812,-0.14014,-0.1946,6.82,6.215766231,0.84,0.07571,170657,2000,4979828,12,170657,12,Legacy,California Legacy Survey Sample
171067,18.53624,13.736565,0.11272,0.12293,7.2,5.195592825,0.66,0.03973,171067,2000,4979829,12,171067,12,Legacy,California Legacy Survey Sample
171665,18.620233,-25.671266,0.17016,-0.28121,7.46,5.063727358,0.68,0.03317,171665,2000,4979830,12,171665,12,Legacy,California Legacy Survey Sample
17190,2.7708909,25.649899,0.23873,-0.1499,7.81,5.76253731,0.85,0.03895,17190,2000,4979831,12,17190,12,Legacy,California Legacy Survey Sample
171918,18.628507,-7.3367028,0.10696,-0.07637,7.99,4.186497396,0.650001,0.01735,171918,2000,4979832,12,171918,12,Legacy,California Legacy Survey Sample
172051,18.648167,-21.051871,-0.07488,-0.15186,5.866,5.299017571,0.632,0.07702,172051,2000,4979833,12,172051,12,Legacy,California Legacy Survey Sample
17230,2.771466,11.77524,0.26549,-0.2101,8.57,7.560835299,1.28,0.06283,17230,2000,4979834,12,17230,12,Legacy,California Legacy Survey Sample
172310,18.637808,28.925421,-0.0401,-0.47171,8.42,5.675860788,0.7,0.02826,172310,2000,4979835,12,172310,12,Legacy,California Legacy Survey Sample
172513,18.700655,-34.466335,-0.00638,-0.06458,7.94,5.33138916,0.72,0.03008,172513,2000,4979836,12,172513,12,Legacy,California Legacy Survey Sample
173701,18.743088,43.833276,-0.10621,-0.00118,7.52,5.343330321,0.85,0.0367,173701,2000,4979837,12,173701,12,Legacy,California Legacy Survey Sample
173739,18.712968,59.630396,-1.32705,1.80199,8.91,11.14796054,1.54,0.28028,173739,2000,4979838,12,173739,12,Legacy,California Legacy Survey Sample
173740,18.713028,59.626847,-1.39334,1.84553,9.69,11.9602587,1.59,0.28448,173740,2000,4979839,12,173740,12,Legacy,California Legacy Survey Sample
173818,18.790903,-3.6398308,-0.13261,-0.27345,8.81,8.060166288,1.29,0.0708,173818,2000,4979840,12,173818,12,Legacy,California Legacy Survey Sample
17382,2.8025397,27.068632,0.26417,-0.12775,7.56,5.812023349,0.82,0.04471,17382,2000,4979841,12,17382,12,Legacy,California Legacy Survey Sample
174080,18.808118,10.74545,0.12876,-0.43686,7.99,6.799263472,1.06,0.05779,174080,2000,4979842,12,174080,12,Legacy,California Legacy Survey Sample
175541,18.928023,4.2653247,-0.00784,-0.08986,8.03,2.501580313,0.89,0.00784,175541,2000,4979843,12,175541,12,Legacy,California Legacy Survey Sample
176377,18.980834,30.180645,0.05625,0.19467,6.78,4.931122054,0.59,0.04268,176377,2000,4979844,12,176377,12,Legacy,California Legacy Survey Sample
17660,2.8435812,15.709914,0.33954,-0.39563,8.85,7.097161116,1.25,0.04461,17660,2000,4979845,12,17660,12,Legacy,California Legacy Survey Sample
176982,19.045665,-0.71123222,-0.03253,-0.1293,8.35,3.460078699,0.7,0.01052,176982,2000,4979846,12,176982,12,Legacy,California Legacy Survey Sample
177830,19.089104,25.920661,-0.04068,-0.05184,7.175,3.31956703,1.092,0.01694,177830,2000,4979847,12,177830,12,Legacy,California Legacy Survey Sample
178911B,19.150862,34.599848,0.06477,0.19241,7.98,4.632068867,0.73,0.0214,178911b,2000,4979848,12,178911B,12,Legacy,California Legacy Survey Sample
179949,19.25923,-24.179352,0.11478,-0.10181,6.254,4.093247253,0.503,0.03697,179949,2000,4979850,12,179949,12,Legacy,California Legacy Survey Sample
179957,19.201307,49.854103,-0.1808,0.642,6.75,4.768968521,0.65,0.04016,179957,2000,4979851,12,179957,12,Legacy,California Legacy Survey Sample
179958,19.201397,49.855756,-0.20503,0.62434,6.57,4.588968521,0.635,0.04016,179958,2000,4979852,12,179958,12,Legacy,California Legacy Survey Sample
180161,19.203155,57.671981,0.21776,0.40826,7.04,5.534850022,0.804,0.05,180161,2000,4979853,12,180161,12,Legacy,California Legacy Survey Sample
180617,19.282016,5.1689039,-0.5788,-1.33157,9.13,10.28556315,1.5,0.17026,180617,2000,4979854,12,180617,12,Legacy,California Legacy Survey Sample
180684,19.280163,18.976334,0.00162,-0.05051,7.045,3.207439332,0.519,0.01708,180684,2000,4979855,12,180684,12,Legacy,California Legacy Survey Sample
181234,19.333361,-9.3236006,-0.12077,-0.3178,8.4,4.957709792,1,0.02049,181234,2000,4979856,12,181234,12,Legacy,California Legacy Survey Sample
18143,2.927516,26.873217,0.26271,-0.19144,7.58,5.782904032,0.92,0.04371,18143,2000,4979857,12,18143,12,Legacy,California Legacy Survey Sample
182488,19.392781,33.221966,0.08204,0.16292,6.361,5.410144805,0.787,0.06454,182488,2000,4979859,12,182488,12,Legacy,California Legacy Survey Sample
182572,19.416167,11.944416,0.72136,0.64367,5.16,4.258048664,0.77,0.06601,182572,2000,4979860,12,182572,12,Legacy,California Legacy Survey Sample
1832,0.38339144,22.375001,0.20295,-0.22085,7.62,4.581725777,0.64,0.02468,1832,2000,4979861,12,1832,12,Legacy,California Legacy Survey Sample
183263,19.473492,8.3580542,-0.01778,-0.03314,7.86,4.24575307,0.63,0.01893,183263,2000,4979862,12,183263,12,Legacy,California Legacy Survey Sample
183650,19.48929,31.608656,-0.02408,-0.41153,6.96,4.154293297,0.71,0.02747,183650,2000,4979863,12,183650,12,Legacy,California Legacy Survey Sample
183658,19.514644,-6.5144233,-0.142,-0.1413,7.28,4.605426438,0.65,0.02918,183658,2000,4979864,12,183658,12,Legacy,California Legacy Survey Sample
183870,19.535196,-11.274942,0.23544,0.01803,7.57,6.291464916,0.92,0.0555,183870,2000,4979865,12,183870,12,Legacy,California Legacy Survey Sample
18445,2.9536633,-24.97512,0.01544,-0.03254,7.78,5.728072703,0.94,0.03887,18445,2000,4979866,12,18445,12,Legacy,California Legacy Survey Sample
185144,19.539331,69.661176,0.59826,-1.73871,4.7,5.895370691,0.77,0.17341,185144,2000,4979867,12,185144,12,Legacy,California Legacy Survey Sample
185295,19.637764,5.0071444,-0.0195,0.0034,8.65,6.343496898,0.84,0.03457,185295,2000,4979868,12,185295,12,Legacy,California Legacy Survey Sample
185414,19.598781,56.983901,0.00025,-0.20032,6.73,4.806593283,0.636,0.04124,185414,2000,4979869,12,185414,12,Legacy,California Legacy Survey Sample
18632,3.0007814,7.7497517,0.32979,0.01967,7.97,6.120104256,0.926,0.04266,18632,2000,4979870,12,18632,12,Legacy,California Legacy Survey Sample
186408,19.696932,50.52506,-0.14775,-0.15885,5.96,4.285558685,0.64,0.04625,186408,2000,4979871,12,186408,12,Legacy,California Legacy Survey Sample
186427,19.69777,50.517523,-0.13515,-0.16353,6.2,4.546584403,0.66,0.0467,186427,2000,4979872,12,186427,12,Legacy,California Legacy Survey Sample
187123,19.782809,34.419524,0.14313,-0.12323,7.86,4.457612245,0.61,0.02087,187123,2000,4979873,12,187123,12,Legacy,California Legacy Survey Sample
187237,19.800245,27.86953,-0.00868,0.22227,6.88,4.803916895,0.63,0.03844,187237,2000,4979874,12,187237,12,Legacy,California Legacy Survey Sample
187897,19.869274,7.4600428,0.13281,0.06676,7.1,4.373462246,0.62,0.02849,187897,2000,4979875,12,187897,12,Legacy,California Legacy Survey Sample
187923,19.867622,11.628329,-0.34523,-0.33326,6.1,3.890541508,0.68,0.03615,187923,2000,4979876,12,187923,12,Legacy,California Legacy Survey Sample
188015,19.867929,28.100377,0.05389,-0.09103,8.22,4.613768005,0.7,0.019,188015,2000,4979877,12,188015,12,Legacy,California Legacy Survey Sample
18803,3.0405631,26.60924,0.23419,-0.16825,6.62,4.992009064,0.696,0.04725,18803,2000,4979878,12,18803,12,Legacy,California Legacy Survey Sample
188510,19.919355,10.740941,-0.0378,0.28957,8.82,5.837318507,0.570001,0.02532,188510,2000,4979879,12,188510,12,Legacy,California Legacy Survey Sample
188512,19.921887,6.4067633,0.04635,-0.48135,3.71,3.025126481,0.86,0.07295,188512,2000,4979880,12,188512,12,Legacy,California Legacy Survey Sample
189625,20.025778,-16.868997,0.14797,-0.07559,7.35,4.676914257,0.62,0.0292,189625,2000,4979881,12,189625,12,Legacy,California Legacy Survey Sample
189733,20.012143,22.710853,-0.00249,-0.25081,7.67,6.247509726,0.932,0.05194,189733,2000,4979882,12,189733,12,Legacy,California Legacy Survey Sample
190007,20.046401,3.3261883,-0.09228,0.12076,7.48,6.891484005,1.12,0.07626,190007,2000,4979883,12,190007,12,Legacy,California Legacy Survey Sample
190067,20.042821,15.592075,-0.16007,-0.58206,7.16,5.727872689,0.71,0.05171,190067,2000,4979884,12,190067,12,Legacy,California Legacy Survey Sample
19034,3.0608219,-5.6662997,0.33338,-0.26472,8.09,5.351232873,0.67,0.02833,19034,2000,4979886,12,19034,12,Legacy,California Legacy Survey Sample
190360,20.06039,29.896806,0.68335,-0.5241,5.71,4.70394357,0.73,0.06292,190360,2000,4979887,12,190360,12,Legacy,California Legacy Survey Sample
190404,20.06448,23.340686,-1.00283,-0.91257,7.28,6.316660196,0.82,0.06417,190404,2000,4979888,12,190404,12,Legacy,California Legacy Survey Sample
190406,20.068396,17.070173,-0.39407,-0.40642,5.8,4.564082156,0.61,0.0566,190406,2000,4979889,12,190406,12,Legacy,California Legacy Survey Sample
191408,20.186649,-36.101213,0.45709,-1.57551,5.32,6.410970135,0.868,0.16527,191408,2000,4979891,12,191408,12,Legacy,California Legacy Survey Sample
191785,20.185021,16.188,-0.41424,0.39918,7.33,5.773433621,0.84,0.04883,191785,2000,4979892,12,191785,12,Legacy,California Legacy Survey Sample
192020,20.19031,38.400144,0.0374,0.1201,7.97,5.296914257,0.85,0.0292,192020,2000,4979893,12,192020,12,Legacy,California Legacy Survey Sample
192263,20.23329,-0.86687694,-0.06337,0.26226,7.79,6.296544426,0.938,0.05027,192263,2000,4979894,12,192263,12,Legacy,California Legacy Survey Sample
192310,20.254831,-27.032977,1.24149,-0.18145,5.73,6.001916042,0.878,0.11334,192310,2000,4979895,12,192310,12,Legacy,California Legacy Survey Sample
192343,20.235883,6.5772097,-0.13002,-0.06172,8.02,3.927788869,0.639999,0.01519,192343,2000,4979896,12,192343,12,Legacy,California Legacy Survey Sample
192344,20.236048,6.5889728,-0.13291,-0.06063,7.7,3.705619486,0.67,0.01589,192344,2000,4979897,12,192344,12,Legacy,California Legacy Survey Sample
19308,3.1276119,36.617622,0.24022,-0.21779,7.36,4.209788037,0.672,0.02344,19308,2000,4979898,12,19308,12,Legacy,California Legacy Survey Sample
193202,20.181227,77.238971,0.05682,0.51201,8.88,7.753679413,1.32,0.05953,193202,2000,4979899,12,193202,12,Legacy,California Legacy Survey Sample
19373,3.1511166,49.613277,1.26218,-0.0916,4.05,3.937017404,0.59,0.09493,19373,2000,4979900,12,19373,12,Legacy,California Legacy Survey Sample
193795,20.354231,28.106837,-0.07514,-0.16379,8.5,4.233740068,0.64,0.01402,193795,2000,4979901,12,193795,12,Legacy,California Legacy Survey Sample
193901,20.393291,-21.370617,0.53978,-1.056,8.67,5.467280101,0.53,0.02288,193901,2000,4979902,12,193901,12,Legacy,California Legacy Survey Sample
19467,3.1218264,-13.761783,-0.00799,-0.26071,7,4.509402469,0.65,0.03176,19467,2000,4979903,12,19467,12,Legacy,California Legacy Survey Sample
195019,20.471843,18.769497,0.34949,-0.05685,6.91,4.048241856,0.64,0.02677,195019,2000,4979904,12,195019,12,Legacy,California Legacy Survey Sample
195019B,20.471787,18.77073,0.34947,-0.05685,10.2,7.338241856,1.15,0.02677,195019b,2000,4979905,12,195019B,12,Legacy,California Legacy Survey Sample
195564,20.539915,-9.8533836,0.30759,0.10607,5.65,3.727646118,0.69,0.04126,195564,2000,4979906,12,195564,12,Legacy,California Legacy Survey Sample
196201,20.590619,11.357128,0.08273,0.37238,8.51,5.591537935,0.69,0.02608,196201,2000,4979909,12,196201,12,Legacy,California Legacy Survey Sample
196761,20.669932,-23.773868,0.50085,0.46079,6.37,5.541467562,0.72,0.06828,196761,2000,4979910,12,196761,12,Legacy,California Legacy Survey Sample
196850,20.644497,38.635093,0.20085,-0.19324,6.78,4.628039838,0.59,0.03712,196850,2000,4979911,12,196850,12,Legacy,California Legacy Survey Sample
197076,20.679206,19.935536,0.11913,0.31225,6.45,4.840314525,0.63,0.04765,197076,2000,4979912,12,197076,12,Legacy,California Legacy Survey Sample
198425,20.821176,32.284787,-0.16109,-0.26782,8.25,6.378105407,0.939,0.04223,198425,2000,4979915,12,198425,12,Legacy,California Legacy Survey Sample
198802,20.884888,-11.573659,0.04045,0.04226,6.391,3.119828466,0.625,0.02217,198802,2000,4979916,12,198802,12,Legacy,California Legacy Survey Sample
199305,20.888831,62.15439,0.00108,-0.77427,8.54,9.300676984,1.49,0.14195,199305,2000,4979917,12,199305,12,Legacy,California Legacy Survey Sample
199476,20.862485,74.780328,0.40287,0.57566,7.77,5.414583501,0.71,0.0338,199476,2000,4979918,12,199476,12,Legacy,California Legacy Survey Sample
199960,21.0094,-4.7302614,0.04764,-0.13875,6.214,4.101458999,0.601,0.0378,199960,2000,4979919,12,199960,12,Legacy,California Legacy Survey Sample
200538,21.084698,-32.82617,-0.04761,-0.00645,7.74,4.034383147,0.54,0.01815,200538,2000,4979920,12,200538,12,Legacy,California Legacy Survey Sample
200565,21.068248,3.9806797,-0.07125,-0.15522,8.42,4.399498262,0.63,0.0157,200565,2000,4979921,12,200565,12,Legacy,California Legacy Survey Sample
200968,21.11955,-13.92293,0.38233,-0.04655,7.1,5.866766063,0.9,0.05667,200968,2000,4979922,12,200968,12,Legacy,California Legacy Survey Sample
201091,21.114984,38.749416,4.15693,3.25939,5.21,7.500770956,1.18,0.28718,201091,2000,4979923,12,201091,12,Legacy,California Legacy Survey Sample
201092,21.115351,38.742056,4.10917,3.14417,6.03,8.307802375,1.37,0.28547,201092,2000,4979924,12,201092,12,Legacy,California Legacy Survey Sample
201203,21.143593,-21.683041,0.06811,-0.01248,7.9,3.097070596,0.5,0.01095,201203,2000,4979925,12,201203,12,Legacy,California Legacy Survey Sample
20165,3.246452,8.9807919,0.40118,-0.40485,7.83,6.094131513,0.86,0.04496,20165,2000,4979926,12,20165,12,Legacy,California Legacy Survey Sample
2025,0.40720397,-27.026772,0.66739,0.08393,7.93,6.652638367,0.95,0.05553,2025,2000,4979927,12,2025,12,Legacy,California Legacy Survey Sample
202575,21.275685,9.3938256,0.14648,-0.11911,7.91,6.865996232,1.01,0.06183,202575,2000,4979928,12,202575,12,Legacy,California Legacy Survey Sample
202751,21.300826,0.16157944,0.46913,-0.18683,8.23,6.811269129,0.990001,0.05203,202751,2000,4979929,12,202751,12,Legacy,California Legacy Survey Sample
204587,21.500765,-12.51007,1.01526,-0.26052,9.1,7.816764757,1.28,0.05538,204587,2000,4979933,12,204587,12,Legacy,California Legacy Survey Sample
20619,3.3171926,-2.8431947,0.25154,-0.10182,7.1,5.138347183,0.59,0.04052,20619,2000,4979935,12,20619,12,Legacy,California Legacy Survey Sample
206387,21.695475,6.4208325,0.04533,0.00032,8.35,4.653933343,0.679999,0.01823,206387,2000,4979936,12,206387,12,Legacy,California Legacy Survey Sample
20675,3.3645925,49.070905,0.18091,-0.06345,5.947,2.645250788,0.412,0.02186,20675,2000,4979938,12,20675,12,Legacy,California Legacy Survey Sample
207874,21.868482,1.9064272,-0.07445,-0.18807,8.2,5.723713181,0.87,0.03197,207874,2000,4979940,12,207874,12,Legacy,California Legacy Survey Sample
208038,21.88482,20.930517,-0.00608,-0.1017,8.18,6.281200949,0.937,0.04171,208038,2000,4979941,12,208038,12,Legacy,California Legacy Survey Sample
208313,21.912511,32.32857,0.21059,-0.23339,7.78,6.240266825,0.909999,0.04921,208313,2000,4979942,12,208313,12,Legacy,California Legacy Survey Sample
208801,21.98194,-4.3731089,-0.00099,-0.25284,6.22,3.437879399,1,0.02777,208801,2000,4979943,12,208801,12,Legacy,California Legacy Survey Sample
209290,22.036187,1.4002272,-0.45506,-0.28036,9.16,9.093410899,1.46,0.09698,209290,2000,4979944,12,209290,12,Legacy,California Legacy Survey Sample
209458,22.053,18.884444,0.0289,-0.01837,7.65,4.285772562,0.53,0.02124,209458,2000,4979945,12,209458,12,Legacy,California Legacy Survey Sample
209875,22.109215,1.8571344,0.34189,0.19032,7.25,3.730033347,0.53,0.01977,209875,2000,4979946,12,209875,12,Legacy,California Legacy Survey Sample
21019A,3.3882502,-7.7940981,0.00211,-0.21954,6.2,3.364045025,0.7,0.02709,21019a,2000,4979947,12,21019A,12,Legacy,California Legacy Survey Sample
210277,22.158296,-7.5486542,0.08548,-0.44983,6.63,4.989102801,0.71,0.04697,210277,2000,4979948,12,210277,12,Legacy,California Legacy Survey Sample
210302,22.169106,-32.548407,0.42863,0.01384,4.92,3.556079105,0.48,0.05336,210302,2000,4979949,12,210302,12,Legacy,California Legacy Survey Sample
210312,22.15434,13.670888,0.03126,-0.07645,8.64,4.903051703,0.66,0.01789,210312,2000,4979950,12,210312,12,Legacy,California Legacy Survey Sample
210392,22.169995,-4.9287753,0.025,0.01125,8.74,3.95681139,0.650001,0.01105,210392,2000,4979951,12,210392,12,Legacy,California Legacy Survey Sample
210460,22.17195,19.616339,0.09206,-0.09377,6.194,2.471568564,0.657,0.01801,210460,2000,4979952,12,210460,12,Legacy,California Legacy Survey Sample
211038,22.24395,-15.818532,-0.00511,-0.35691,6.54,3.630677492,0.9,0.02619,211038,2000,4979953,12,211038,12,Legacy,California Legacy Survey Sample
211080,22.24633,-5.8865503,0.01772,-0.11019,7.81,3.257759414,0.72,0.01229,211080,2000,4979954,12,211080,12,Legacy,California Legacy Survey Sample
211681,22.11363,85.40937,0.08785,0.07608,8.1,3.847635069,0.7,0.01411,211681,2000,4979955,12,211681,12,Legacy,California Legacy Survey Sample
21197,3.4165919,-5.3637556,-0.23041,-0.76867,7.86,6.962649243,1.16,0.06615,21197,2000,4979956,12,21197,12,Legacy,California Legacy Survey Sample
212291,22.385882,9.4610811,0.30593,0.03508,7.92,5.310385488,0.7,0.0300661,212291,2000,4979957,12,212291,12,Legacy,California Legacy Survey Sample
212801,22.45865,-31.554205,0.01641,-0.03132,7.68,3.18873537,0.79,0.01264,212801,2000,4979958,12,212801,12,Legacy,California Legacy Survey Sample
213042,22.487566,-30.018408,0.22182,-0.81299,7.66,6.715863475,1.1,0.06474,213042,2000,4979959,12,213042,12,Legacy,California Legacy Survey Sample
21313,3.4581637,34.806623,0.00045,-0.07561,8.18,3.916835539,0.57,0.01404,21313,2000,4979960,12,21313,12,Legacy,California Legacy Survey Sample
213472,22.513882,40.722059,-0.21458,0.04102,8.17,4.127255072,0.7,0.01554,213472,2000,4979961,12,213472,12,Legacy,California Legacy Survey Sample
213519,22.518257,45.145097,-0.17651,0.03498,7.69,4.511816773,0.6,0.02314,213519,2000,4979962,12,213519,12,Legacy,California Legacy Survey Sample
213628,22.558523,-35.444545,0.32923,-0.13754,7.8,5.274250108,0.72,0.03125,213628,2000,4979963,12,213628,12,Legacy,California Legacy Survey Sample
214683,22.664102,4.1161153,0.17899,0.10831,8.48,6.702192947,0.938,0.0441,214683,2000,4979964,12,214683,12,Legacy,California Legacy Survey Sample
214749,22.678718,-29.67448,0.38021,-0.01742,7.83,7.171752498,1.13,0.07385,214749,2000,4979965,12,214749,12,Legacy,California Legacy Survey Sample
215152,22.722584,-6.4008211,-0.15473,-0.29019,8.11,6.445396027,0.97,0.04646,215152,2000,4979966,12,215152,12,Legacy,California Legacy Survey Sample
215578,22.766225,19.25025,0.0419,0.0085,7.51,4.331816773,0.969999,0.02314,215578,2000,4979967,12,215578,12,Legacy,California Legacy Survey Sample
216259,22.857322,13.969983,0.40492,0.20191,8.3,6.68620923,0.84,0.04756,216259,2000,4979968,12,216259,12,Legacy,California Legacy Survey Sample
216520,22.792187,83.697029,-0.15221,0.11675,7.53,6.031354687,0.86,0.05015,216520,2000,4979969,12,216520,12,Legacy,California Legacy Survey Sample
216899,22.943002,16.553433,-1.03326,-0.28336,8.66,9.470879683,1.51,0.14527,216899,2000,4979970,12,216899,12,Legacy,California Legacy Survey Sample
217004,22.963388,-26.108248,0.16806,-0.28092,7.6,3.414314967,0.679,0.01455,217004,2000,4979971,12,217004,12,Legacy,California Legacy Survey Sample
217014,22.957772,20.768832,0.20807,0.06096,5.49,4.557904943,0.67,0.0651,217014,2000,4979972,12,217014,12,Legacy,California Legacy Survey Sample
217107,22.970984,-2.395385,-0.00605,-0.01603,6.18,4.705468053,0.72,0.05071,217107,2000,4979973,12,217107,12,Legacy,California Legacy Survey Sample
217165,22.974967,9.8255392,0.12981,0.00589,7.67,4.466330823,0.57,0.02287,217165,2000,4979974,12,217165,12,Legacy,California Legacy Survey Sample
217357,23.004478,-22.524347,-0.90418,0.0581,7.89,8.335991834,1.39,0.1228,217357,2000,4979975,12,217357,12,Legacy,California Legacy Survey Sample
21774,3.5209509,20.768072,-0.11236,-0.19642,8.16,4.669488586,0.690001,0.02004,21774,2000,4979976,12,21774,12,Legacy,California Legacy Survey Sample
217877,23.065909,-4.7948611,0.31922,0.03799,6.68,4.239416805,0.58,0.0325,217877,2000,4979977,12,217877,12,Legacy,California Legacy Survey Sample
217987,23.097788,-35.853071,6.76663,1.32799,7.34,9.7536535,1.48,0.3039,217987,2000,4979978,12,217987,12,Legacy,California Legacy Survey Sample
218168,23.067277,74.477421,0.10738,0.03399,8.12,4.677709792,0.58,0.02049,218168,2000,4979979,12,218168,12,Legacy,California Legacy Survey Sample
218209,23.085025,68.417062,0.59222,0.16217,7.48,5.114925343,0.65,0.03365,218209,2000,4979980,12,218209,12,Legacy,California Legacy Survey Sample
21847,3.5444216,35.659294,0.13299,-0.05812,7.31,3.863466562,0.46,0.02045,21847,2000,4979981,12,21847,12,Legacy,California Legacy Survey Sample
218566,23.15298,-2.2607419,0.63217,-0.09623,8.6,6.218732334,1.02,0.0334,218566,2000,4979982,12,218566,12,Legacy,California Legacy Survey Sample
218868,23.180577,45.512274,-0.08684,-0.28641,7,5.149595178,0.75,0.04265,218868,2000,4979983,12,218868,12,Legacy,California Legacy Survey Sample
219134,23.221382,57.168355,2.07451,0.2947,5.56,6.486860717,1.01,0.15324,219134,2000,4979984,12,219134,12,Legacy,California Legacy Survey Sample
219538,23.271711,30.670207,0.35924,0.08982,8.09,6.171327026,0.88,0.04133,219538,2000,4979985,12,219538,12,Legacy,California Legacy Survey Sample
219542,23.276501,-1.5856667,0.1904,0.049,8.19,4.695149978,0.64,0.02,219542,2000,4979986,12,219542,12,Legacy,California Legacy Survey Sample
219834B,23.318486,-13.454972,0.308,-0.092,7.52,5.93613603,0.88,0.04822,219834b,2000,4979987,12,219834B,12,Legacy,California Legacy Survey Sample
219953,23.332854,28.867773,0.74181,-0.08264,8.87,6.361552769,0.81,0.0315,219953,2000,4979988,12,219953,12,Legacy,California Legacy Survey Sample
220221,23.362348,45.176057,0.19705,-0.07139,8.12,6.51077019,1.056,0.04766,220221,2000,4979989,12,220221,12,Legacy,California Legacy Survey Sample
