,time_utc,18_evening,12_evening,6_evening,18_morning,12_morning,6_morning
2022-07-04,2022-07-04,2459764.769881933,2459764.7490595635,2459764.7289127484,2459765.1001332137,2459765.1209517233,2459765.141097562
2022-07-05,2022-07-05,2459765.769835939,2459765.7490382446,2459765.72891123,2459766.100426844,2459766.1212210245,2459766.1413469706
2022-07-06,2022-07-06,2459766.7697740234,2459766.749002618,2459766.7288967185,2459767.1007280345,2459767.1214962257,2459767.141600946
2022-07-07,2022-07-07,2459767.7696961304,2459767.7489525867,2459767.7288690857,2459768.10103637,2459768.1217769487,2459768.1418591416
2022-07-08,2022-07-08,2459768.7696022284,2459768.7488880777,2459768.728828224,2459769.101351439,2459769.1220628223,2459769.142121221
2022-07-09,2022-07-09,2459769.7694923147,2459769.7488090442,2459769.7287740507,2459770.101672838,2459770.122353486,2459770.1423868574
2022-07-10,2022-07-10,2459770.7693664166,2459770.7487154678,2459770.728706511,2459771.102000171,2459771.1226485902,2459771.14265574
2022-07-11,2022-07-11,2459771.7692245916,2459771.748607359,2459771.728625577,2459772.1023330567,2459772.1229478004,2459772.1429275735
2022-07-12,2022-07-12,2459772.7690669266,2459772.7484847563,2459772.728531247,2459773.1026711273,2459773.1232507993,2459773.143202081
2022-07-13,2022-07-13,2459773.768893529,2459773.7483477197,2459773.728423542,2459774.103014032,2459774.1235572873,2459774.1434790045
2022-07-14,2022-07-14,2459774.7687045243,2459774.748197574,2459774.728302498,2459775.1033614334,2459775.123866978,2459775.1437581
2022-07-15,2022-07-15,2459775.7685000426,2459775.7480335305,2459775.728168309,2459776.103713003,2459776.1241794135,2459776.1440391336
2022-07-16,2022-07-16,2459776.7682824912,2459776.7478554165,2459776.7280218382,2459777.104067878,2459777.124491596,2459777.1443216708
2022-07-17,2022-07-17,2459777.7680504587,2459777.7476633145,2459777.7278622496,2459778.104422195,2459778.1248061573,2459778.144603738
2022-07-18,2022-07-18,2459778.7678035074,2459778.747457307,2459778.7276895866,2459779.104779676,2459779.1251228116,2459779.1448870413
2022-07-19,2022-07-19,2459779.767541768,2459779.7472374765,2459779.7275038916,2459780.10513997,2459780.125441261,2459780.1451713266
2022-07-20,2022-07-20,2459780.767265373,2459780.7470039064,2459780.7273052065,2459781.1055027135,2459781.1257611974,2459781.1454563313
2022-07-21,2022-07-21,2459781.7669744575,2459781.7467566826,2459781.727093576,2459782.105867535,2459782.126082306,2459782.1457417873
2022-07-22,2022-07-22,2459782.766669161,2459782.746495894,2459782.726869046,2459783.1062340587,2459783.1264042677,2459783.146027422
2022-07-23,2022-07-23,2459783.766349627,2459783.746221634,2459783.726631668,2459784.106601906,2459784.126726764,2459784.146312963
2022-07-24,2022-07-24,2459784.766016005,2459784.7459340002,2459784.726381496,2459785.106970699,2459785.127049474,2459785.146598141
2022-07-25,2022-07-25,2459785.76566845,2459785.745633098,2459785.7261185925,2459786.1073400625,2459786.1273720837,2459786.1468826877
2022-07-26,2022-07-26,2459786.7653071242,2459786.7453190377,2459786.725843024,2459787.1077096253,2459787.127694281,2459787.14716634
2022-07-27,2022-07-27,2459787.7649321947,2459787.7449919353,2459787.725554864,2459788.1080790195,2459788.128015758,2459788.1474488406
2022-07-28,2022-07-28,2459788.7645438365,2459788.7446519155,2459788.725254193,2459789.1084478865,2459789.1283362163,2459789.1477299375
2022-07-29,2022-07-29,2459789.76414223,2459789.744299108,2459789.724941098,2459790.1088158744,2459790.128655363,2459790.148009388
2022-07-30,2022-07-30,2459790.7637275644,2459790.743933652,2459790.724615676,2459791.10918264,2459791.128972915,2459791.1482869578
2022-07-31,2022-07-31,2459791.7633000365,2459791.743555694,2459791.7242780305,2459792.109547853,2459792.129288601,2459792.1485624225
2022-08-01,2022-08-01,2459792.762859852,2459792.7431653906,2459792.723928275,2459793.1099111936,2459793.1296021603,2459793.1488355696
2022-08-02,2022-08-02,2459793.762407227,2459793.7427629083,2459793.723566535,2459794.110272357,2459794.1299133454,2459794.1491062
2022-08-03,2022-08-03,2459794.7619423885,2459794.7423484256,2459794.7231929465,2459795.1106310533,2459795.1302219243,2459795.149374127
2022-08-04,2022-08-04,2459795.76146838,2459795.7419221345,2459795.7228076602,2459796.110984515,2459796.1305276817,2459796.1496391827
2022-08-05,2022-08-05,2459796.7609846746,2459796.741485194,2459796.7224108432,2459797.111334012,2459797.13083042,2459797.149901216
2022-08-06,2022-08-06,2459797.760489535,2459797.7410392524,2459797.722002678,2459798.1116804057,2459798.131128058,2459798.1501600933
2022-08-07,2022-08-07,2459798.759983242,2459798.7405821816,2459798.721583367,2459799.112023492,2459799.1314221155,2459799.1504157064
2022-08-08,2022-08-08,2459799.7594660963,2459799.7401142376,2459799.7211549324,2459800.1123630926,2459800.1317127817,2459800.150667969
2022-08-09,2022-08-09,2459800.7589384145,2459800.739635693,2459800.7207164136,2459801.112699058,2459801.1319999555,2459801.150916822
2022-08-10,2022-08-10,2459801.758400529,2459801.7391468384,2459801.7202674598,2459802.113031265,2459802.1322835637,2459802.151161397
2022-08-11,2022-08-11,2459802.7578527825,2459802.7386479736,2459802.719808336,2459803.1133596194,2459803.1325635575,2459803.1514020897
